,directorate,department,expenditure_type,ref_doc_1,vendor_name,expenditure_amount,payment_date,year,month
914,Delivery Unit,Street Scene,Equipment and Materials Purchase,10009876,BURWELL MOTOR GROUP LTD,963.0,2014-06-10,2014,June
915,Delivery Unit,Street Scene,Grounds maintenance,10010187,GAVIN JONES LTD,18435.83,2014-06-10,2014,June
916,Delivery Unit,Street Scene,Grounds maintenance,10010188,GAVIN JONES LTD,51043.56,2014-06-10,2014,June
917,Delivery Unit,Street Scene,Operating Leases - Transport,10010105,HEVERIN HAULAGE LTD,4850.0,2014-06-10,2014,June
918,Support Service,CSG,Building Repairs & Maintenance,10009852,THE WINDOW COMPANY,9315.0,2014-06-10,2014,June
919,,,Various,30040411,BROOKVALE,7023.12,2014-06-10,2014,June
920,,,Various,30040412,BROOKVALE,-619.92,2014-06-10,2014,June
921,,,Various,30040403,COMENSURA LIMITED,274522.38,2014-06-10,2014,June
922,,,Various,30040453,DIMENSIONS UK,7504.0,2014-06-10,2014,June
923,,,Various,10010276,EASTERN SHIRES PURCHASING ORG.,395.45,2014-06-10,2014,June
924,,,Various,30040408,INDIVIDUALISED CARE LIMITED,444.0,2014-06-10,2014,June
925,,,Various,30040410,PERSONNEL & CARE BANK,15690.3,2014-06-10,2014,June
926,,,Various,30040424,THE EXTRA MILE CARE CO LTD,1005.5,2014-06-10,2014,June
927,,,Various,30040427,THE EXTRA MILE CARE CO LTD,322.78,2014-06-10,2014,June
928,,,Various,30040428,THE EXTRA MILE CARE CO LTD,846.4,2014-06-10,2014,June
929,,,Various,10010198,THEMI CARE LTD,1482.9,2014-06-10,2014,June
930,,,Various,10009402,WARDELL ASSOCIATES LIMITED,480.0,2014-06-10,2014,June
931,Central Expenses,Central Expenses,Insurance Claims,20012172,CLAIM TODAY SOLICITORS,21000.0,2014-07-10,2014,July
932,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040638,ACCEDO CARE LTD,1400.0,2014-07-10,2014,July
933,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040639,ACCEDO CARE LTD,2800.0,2014-07-10,2014,July
934,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040640,ACCEDO CARE LTD,4200.0,2014-07-10,2014,July
935,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040641,ACCEDO CARE LTD,2800.0,2014-07-10,2014,July
936,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040642,ACCEDO CARE LTD,5600.0,2014-07-10,2014,July
937,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040672,CARETECH COMMUNITY SERVICES LTD,459.94,2014-07-10,2014,July
938,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040673,CARETECH COMMUNITY SERVICES LTD,459.94,2014-07-10,2014,July
939,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040674,CARETECH COMMUNITY SERVICES LTD,889.5,2014-07-10,2014,July
940,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040675,CARETECH COMMUNITY SERVICES LTD,889.5,2014-07-10,2014,July
941,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040649,ELIZA HOUSE,2144.91,2014-07-10,2014,July
942,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040420,FRIARY LODGE,2144.91,2014-07-10,2014,July
943,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040643,INDIVIDUALISED CARE LIMITED,290.0,2014-07-10,2014,July
944,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040658,LANGDON COMMUNITY LTD,956.38,2014-07-10,2014,July
945,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040661,LANGDON COMMUNITY LTD,3411.49,2014-07-10,2014,July
946,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040662,LANGDON COMMUNITY LTD,1763.2,2014-07-10,2014,July
947,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040664,LANGDON COMMUNITY LTD,1772.32,2014-07-10,2014,July
948,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040667,LANGDON COMMUNITY LTD,2097.6,2014-07-10,2014,July
949,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040668,LANGDON COMMUNITY LTD,5002.64,2014-07-10,2014,July
950,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040669,LANGDON COMMUNITY LTD,5542.52,2014-07-10,2014,July
951,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040670,LANGDON COMMUNITY LTD,2128.0,2014-07-10,2014,July
952,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040683,LANGDON COMMUNITY LTD,1064.0,2014-07-10,2014,July
953,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040660,SEAFORTH LODGE,2340.04,2014-07-10,2014,July
954,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040663,SEAFORTH LODGE,2144.91,2014-07-10,2014,July
955,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040666,SEAFORTH LODGE,1092.02,2014-07-10,2014,July
956,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040671,SEAFORTH LODGE,2340.04,2014-07-10,2014,July
957,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040677,SEAFORTH LODGE,2340.04,2014-07-10,2014,July
958,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040676,SYDMAR LODGE,2340.04,2014-07-10,2014,July
959,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040651,THE EXTRA MILE CARE CO LTD,537.08,2014-07-10,2014,July
960,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040678,VENTRY RESIDENTIAL CARE LTD,546.01,2014-07-10,2014,July
961,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040679,VENTRY RESIDENTIAL CARE LTD,2808.05,2014-07-10,2014,July
962,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040680,WILLOW CARE HOMES,4904.0,2014-07-10,2014,July
963,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,10009961,THE PACE CENTRE,13333.0,2014-07-10,2014,July
964,Delivery Unit,Childrens Services,Grant Payments,20012176,KOOL KIDZ PLAYGROUP,4993.65,2014-07-10,2014,July
965,Delivery Unit,Commercial,Other Services,10010391,CONWAY AECOM LTD,1474.08,2014-07-10,2014,July
966,Delivery Unit,Commercial,Other Services,10010309,NSL LTD,718.2,2014-07-10,2014,July
967,Delivery Unit,Commercial,Professional Services,10010308,NSL LTD,39566.35,2014-07-10,2014,July
968,Delivery Unit,Commercial,Software Licences & Support,10010310,NSL LTD,4519.0,2014-07-10,2014,July
969,Delivery Unit,Education,Consumable Catering Supplies,10010269,EASTERN SHIRES PURCHASING ORG.,578.34,2014-07-10,2014,July
970,Delivery Unit,Education,Equipment and Materials Purchase,10010270,EASTERN SHIRES PURCHASING ORG.,272.02,2014-07-10,2014,July
971,Delivery Unit,Education,Equipment and Materials Purchase,10010273,EASTERN SHIRES PURCHASING ORG.,475.02,2014-07-10,2014,July
972,Delivery Unit,Family Services,Contract Cleaning,10010494,BIRKIN CLEANING SERVICES LTD,745.32,2014-07-10,2014,July
973,Delivery Unit,Family Services,Operational Leases - Equipment,10010327,XEROX FINANCE LTD,327.53,2014-07-10,2014,July
974,Delivery Unit,Family Services,Other Agencies - Third Party Payments,10010315,CARE AFLOAT LIMITED,866.67,2014-07-10,2014,July
975,Delivery Unit,Family Services,Other Agencies - Third Party Payments,10010339,DYNAMIC PEOPLE LTD,461.0,2014-07-10,2014,July
976,Delivery Unit,Family Services,Other Agencies - Third Party Payments,10010341,FOCUS ON FOSTERING LIMITED,3231.94,2014-07-10,2014,July
977,Delivery Unit,Family Services,Other Agencies - Third Party Payments,10010319,METROPOLITAN SUPPORT TRUST,11488.38,2014-07-10,2014,July
978,Delivery Unit,Family Services,Other Agencies - Third Party Payments,10010318,SAFE START FOUNDATION,25248.0,2014-07-10,2014,July
979,Delivery Unit,Family Services,Other Agencies - Third Party Payments,10010354,XCEL 2000 FOSTERCARE SERVICES LTD,3424.29,2014-07-10,2014,July
980,Delivery Unit,Family Services,Other Establishments - Third Party Payments,10010313,CARE AFLOAT LIMITED,11357.1,2014-07-10,2014,July
981,Delivery Unit,Family Services,Other Establishments - Third Party Payments,10010343,ETHELBERT SPECIALIST HOMES,11906.91,2014-07-10,2014,July
982,Delivery Unit,Family Services,Other Establishments - Third Party Payments,10010345,ETHELBERT SPECIALIST HOMES,12082.5,2014-07-10,2014,July
983,Delivery Unit,Family Services,Other Establishments - Third Party Payments,10010352,ETHELBERT SPECIALIST HOMES,10557.0,2014-07-10,2014,July
984,Delivery Unit,Family Services,Other Transfer Payments to Soc,10010358,XCEL 2000 FOSTERCARE SERVICES LTD,3424.29,2014-07-10,2014,July
985,Delivery Unit,Family Services,Training,10010317,CCAT CHILD CARE ACCREDITED TRAINING,900.0,2014-07-10,2014,July
986,Delivery Unit,Family Services,Travelling Expenses,10009293,WRIXON CARE SERVICES,715.45,2014-07-10,2014,July
987,Delivery Unit,Re,Advertising,10010320,TMP (UK) LTD,356.28,2014-07-10,2014,July
988,Delivery Unit,Street Scene,Vehicle Running Costs,10010135,BIRLEM LTD,590.0,2014-07-10,2014,July
989,Support Service,CSG Managed Budget,Building Repairs & Maintenance,10010277,LEASING PROGRAMMES LIMITED,1235.0,2014-07-10,2014,July
990,Support Service,CSG,CSG Services Contract Payment,10010250,CAPITA BUSINESS SERVICES LTD,190818.0,2014-07-10,2014,July
991,Support Service,CSG,CSG Services Contract Payment,10010251,CAPITA BUSINESS SERVICES LTD,68539.0,2014-07-10,2014,July
992,Support Service,CSG,CSG Services Contract Payment,10010252,CAPITA BUSINESS SERVICES LTD,53748.0,2014-07-10,2014,July
993,Support Service,CSG,CSG Services Contract Payment,10010253,CAPITA BUSINESS SERVICES LTD,18353.0,2014-07-10,2014,July
994,Support Service,CSG,CSG Services Contract Payment,10010257,CAPITA BUSINESS SERVICES LTD,111328.0,2014-07-10,2014,July
995,Support Service,CSG,CSG Services Contract Payment,10010259,CAPITA BUSINESS SERVICES LTD,123584.0,2014-07-10,2014,July
996,Support Service,CSG,CSG Services Contract Payment,10010263,CAPITA BUSINESS SERVICES LTD,8619.1,2014-07-10,2014,July
997,,,Various,30040647,ALLIED HEALTHCARE LTD,4833.6,2014-07-10,2014,July
998,,,Various,30040648,ALLIED HEALTHCARE LTD,2744.39,2014-07-10,2014,July
999,,,Various,10010261,CAPITA BUSINESS SERVICES LTD,88949.22,2014-07-10,2014,July
1000,,,Various,10010340,EASTERN SHIRES PURCHASING ORG.,404.16,2014-07-10,2014,July
